File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),left,right,top,bottom,Distance_px,Distance_cm
LocationTracking_Clip.mp4,99.5,True,0.9,100.0,0.0,"{'xs': [[311.0555487738715, 586.611104329427, 589.9444376627604, 309.94443766276044], [647.7222154405381, 917.7222154405381, 918.8333265516492, 647.7222154405381], [592.1666598849826, 586.611104329427, 647.7222154405381, 646.611104329427], [589.9444376627604, 593.2777709960936, 647.7222154405381, 647.7222154405381]], 'ys': [[343.4285714285714, 344.5974025974026, 391.35064935064935, 392.5194805194805], [344.5974025974026, 342.2597402597402, 393.68831168831167, 393.68831168831167], [25.506493506493474, 344.5974025974026, 344.5974025974026, 24.337662337662305], [391.35064935064935, 713.9480519480519, 712.7792207792207, 393.68831168831167]]}",bottom,False,1,"(0, 10)",0.0,0.0,0.0,1.0,16.24352301198965,2.6774846682946194
LocationTracking_Clip.mp4,99.5,True,0.9,100.0,0.0,"{'xs': [[311.0555487738715, 586.611104329427, 589.9444376627604, 309.94443766276044], [647.7222154405381, 917.7222154405381, 918.8333265516492, 647.7222154405381], [592.1666598849826, 586.611104329427, 647.7222154405381, 646.611104329427], [589.9444376627604, 593.2777709960936, 647.7222154405381, 647.7222154405381]], 'ys': [[343.4285714285714, 344.5974025974026, 391.35064935064935, 392.5194805194805], [344.5974025974026, 342.2597402597402, 393.68831168831167, 393.68831168831167], [25.506493506493474, 344.5974025974026, 344.5974025974026, 24.337662337662305], [391.35064935064935, 713.9480519480519, 712.7792207792207, 393.68831168831167]]}",bottom,False,2,"(10, 20)",0.0,0.0,0.0,1.0,38.06212329571858,6.2739315536293265
LocationTracking_Clip.mp4,99.5,True,0.9,100.0,0.0,"{'xs': [[311.0555487738715, 586.611104329427, 589.9444376627604, 309.94443766276044], [647.7222154405381, 917.7222154405381, 918.8333265516492, 647.7222154405381], [592.1666598849826, 586.611104329427, 647.7222154405381, 646.611104329427], [589.9444376627604, 593.2777709960936, 647.7222154405381, 647.7222154405381]], 'ys': [[343.4285714285714, 344.5974025974026, 391.35064935064935, 392.5194805194805], [344.5974025974026, 342.2597402597402, 393.68831168831167, 393.68831168831167], [25.506493506493474, 344.5974025974026, 344.5974025974026, 24.337662337662305], [391.35064935064935, 713.9480519480519, 712.7792207792207, 393.68831168831167]]}",bottom,False,3,"(20, 30)",0.0,0.0,0.0,1.0,48.261403234278646,7.9551195350162835
